id;PRIX;Marque;MODELE;MOTEUR;ANNEE;CARBURANT;KILOMETRAGE;NoteConsommation;Fiabilite;DureeGarantie;Performance;CoteAttendue;Habitabilite
1681301557-7430;42260;CITROEN;E-C4 III;136 FEEL PACK;2023;electrique;161;5;3;2;5;2;3
1681301557-7431;30230;VOLKSWAGEN;T-CROSS;1.0 TSI 110 LOUNGE;2022;Essence;6999;5;3;2;5;2;3
1681301557-7432;55830;MERCEDES;GLC;2.0 211 SPORTLINE;2019;Essence;26700;5;3;2;5;2;3
1681301557-7433;28730;MAZDA;MX5 IV ST;2.0 SKYACTIV-G 160 SELECTION;2017;Essence;36988;5;3;2;5;3.5;3
1681301557-7434;68560;LAND;ROVER RANGE ROVER EVOQUE II;2.0 204 R-DYNAMIC SE;2023;Diesel;22202;5;3;2;5;3.5;3
1681301557-7435;46850;AUDI;Q2 phase 2;1.5 35 150 S LINE PLUS;2023;Essence;28945;5;3;2;5;2;3
1681301557-7436;26860;NISSAN;NV300 phase 2;2.0 DCI 120 OPTIMA;2021;Diesel;46480;5;3;2;5;3.5;3
1681301557-7437;20380;PEUGEOT;2008 phase 2;1.5 BLUEHDI 100 GT LINE;2020;Diesel;113806;5;3;2;5;3.5;3
1681301557-7438;44150;AUDI;A3 IV SPORTBACK;1.5 35 150 DESIGN LUXE;2023;Essence;11070;5;3;2;5;2;3
1681301557-7439;19940;SEAT;ARONA;STYLE 1.0 TSI START&STOP 115CH MANUELLE;2021;Essence;47313;5;3;2;5;2;3
1681301557-7440;22740;CITROEN;C4 PICASSO II phase 2;1.2 PURETECH 131 FEEL;2019;Essence;30899;5;3;2;5;2;3
1681301557-7441;30430;CITROEN;C4 III;III 1.5 BLUEHDI 130 S&S SHINE EAT8;2022;Diesel;11;5;3;2;5;2;3
1681301557-7442;30480;MINI;MINI III 3P;2.0 192 COOPER S EXQUISITE;2020;Essence;21387;5;3;2;5;2;3
1681301557-7443;28860;PEUGEOT;308 (3E GENERATION) SW;SW 1.5 BLUEHDI 130 ACTIVE PACK;2023;Diesel;7901;5;3;2;5;2;3
1681301557-7444;55240;LAND;ROVER RANGE ROVER VELAR;2.0 D240 240 SE R-DYNAMIC;2020;Diesel;129765;5;3;2;5;2;3
1681301557-7445;116630;PORSCHE;CAYENNE III;3.0 V6 462 E-HYBRID;2022;Hybrides;31458;5;3;2;5;2;3
1681301557-7446;36590;VOLKSWAGEN;GOLF VIII;1.5 ETSI 150 R-LINE;2024;Essence;1;5;3;2;5;2;3
1681301559-7447;46780;HYUNDAI;TUCSON IV;1.6 CRDI 136 EXECUTIVE;2023;Diesel;13096;5;3;2;5;2;3
1681301559-7448;30780;PEUGEOT;5008 (2E GENERATION);2.0 BLUEHDI 150 ALLURE 7PL;2019;Diesel;62299;5;3;2;5;2;3
1681301559-7449;16410;OPEL;CORSA VI;1.2 75 EDITION BUSINESS;2021;Essence;23287;5;3;2;5;2;3
1681301559-7450;28330;PEUGEOT;RIFTER;1.5 BLUEHDI 130 ALLURE;2020;Diesel;29784;5;3;2;5;2;3
1681301559-7451;67810;AUDI;Q3 II SPORTBACK;2.0 35 150;2023;Diesel;60;5;3;2;5;2;3
1681301559-7452;75580;AUDI;Q5 II SPORTBACK phase 2;2.0 40 204 S LINE;2023;Diesel;11;5;3;2;5;2;3
1681301559-7453;185480;PORSCHE;911 TYPE 991 CABRIOLET phase 2;3.0 450 CARRERA 4 GTS;2018;Essence;33060;5;3;2;5;2;3
1681301559-7454;27000;AUDI;Q5 phase 2;2.0 TDI 190 AMBITION LUXE;2017;Diesel;153680;5;3;2;5;2;3
1681301559-7455;34160;RENAULT;KADJAR;TECHNO 1.5 BLUE DCI 115CH AUTOMATIQUE;2023;Diesel;5741;5;3;2;5;2;3
1681301559-7456;30140;VOLKSWAGEN;T-ROC;2.0 TDI 150 IQ.DRIVE;2021;Diesel;70262;5;3;2;5;2;3
1681301559-7457;34480;KIA;E-NIRO phase 2;64kWh ELECTRIQUE 204 DESIGN;2020;electrique;78649;5;3;2;5;2;3
1681301559-7458;18410;FIAT;500 (2E GENERATION);DOLCE VITA 1.0 BSG 70CH MANUELLE;2022;Hybrides;6927;5;3;2;5;2;3
1681301559-7459;14020;RENAULT;TWINGO III phase 2;1.0 SCE 75 ZEN;2021;Essence;22230;5;3;2;5;2;3
1681301559-7460;17080;RENAULT;CAPTUR phase 2;1.5 DCI 90 INTENS;2019;Diesel;72522;5;3;2;5;2;3
1681301559-7461;40930;CITROEN;C5 AIRCROSS phase 2;1.5 BLUEHDI 131 FEEL;2023;Diesel;6;5;3;2;5;2;3
1681301559-7462;21610;VOLKSWAGEN;POLO VI;1.6 TDI 95 CONFORTLINE;2020;Diesel;50115;5;3;2;5;2;3
1681301559-7463;26450;MERCEDES;GLA;2.1 200 CDI 136 FASCINATION;2017;Diesel;71388;5;3;2;5;2;3
1681301562-7464;48770;DS;4 II;1.6 PURETECH 225 PERFORMANCE LINE +;2022;Essence;8418;5;3;2;5;2;3
1681301562-7465;47180;PEUGEOT;EXPERT III FOURGON;2.0 BLUEHDI 145 PACK ASPHALT;2023;Diesel;12;5;3;2;5;2;3
1681301562-7466;36700;PEUGEOT;RIFTER;1.5 BLUEHDI 130 ALLURE PACK;2024;Diesel;11;5;3;2;5;2;3
1681301562-7467;37370;PEUGEOT;2008 II;1.5 BLUEHDI 130 ALLURE PACK;2024;Diesel;12;5;3;2;5;2;3
1681301562-7468;76470;ALPINE;A110 II;1.8 252 LEGENDE;2020;Essence;27750;5;3;2;5;2;3
1681301562-7469;17460;RENAULT;SCENIC IV;1.7 DCI 120 BUSINESS;2021;Diesel;119516;5;3;2;5;2;3
1681301562-7470;18480;RENAULT;CLIO V;1.5 DCI 115 INITIALE PARIS;2021;Diesel;69615;5;3;2;5;2;3
1681301562-7471;94390;JAGUAR;F-PACE phase 2;2.0 P400E 404 R-DYNAMIC SE;2023;Hybrides;23107;5;3;2;5;3.5;3
1681301562-7472;11430;RENAULT;TWINGO III;1.0 SCE 70 LIMITED;2019;Essence;42619;5;3;2;5;3.5;3
1681301562-7473;26290;FORD;PUMA II;1.0 ECOBOOST 155 TITANIUM;2022;Essence;24399;5;3;2;5;2;3
1681301562-7474;36550;SEAT;ALHAMBRA 2;II (2) 2.0 TDI 150CH REFERENCE DSG6 S&S;2021;Diesel;54683;5;3;2;5;2;3
1681301562-7475;35890;BMW;SERIE 3 G21 TOURING;G21 320D TOURING 190 X-DRIVE SPORTLINE;2021;Diesel;82080;5;3;2;5;2;3
1681301562-7476;21040;SKODA;KAROQ;1.6 TDI 116 BUSINESS;2020;Diesel;111998;5;3;2;5;2;3
1681301562-7477;26740;CITROEN;C3 AIRCROSS;SHINE 1.2 PURETECH 130CH AUTOMATIQUE;2023;Essence;11;5;3;2;5;2;3
1681301562-7478;80250;IVECO;DAILY 5;35C18H CAISSE FRIGO HAYON HT;2024;Diesel;214;5;3;2;5;2;3
1681301562-7479;21780;PEUGEOT;208 II;1.2 PURETECH 100 ALLURE;2021;Essence;10989;5;3;2;5;3.5;3
1681301562-7480;25570;DACIA;DUSTER II phase 2;1.3 TCE 130 PRESTIGE;2023;Essence;11;5;3;2;5;3.5;3
1681301564-7481;23160;PEUGEOT;208 II;1.2 PURETECH 100 STYLE;2023;Essence;164;5;3;2;5;2;3
1681301564-7482;22180;SEAT;ARONA;1.5 TSI 150 FR;2020;Essence;74783;5;3;2;5;3.5;3
1681301564-7483;24580;PEUGEOT;208 (2E GENERATION);1.5 BLUEHDI 100 ACTIVE PACK;2023;Diesel;20;5;3;2;5;3.5;3
1681301564-7484;28060;PEUGEOT;5008 II;2.0 BLUEHDI 150 GT LINE;2019;Diesel;139218;5;3;2;5;2;3
1681301564-7485;28210;RENAULT;CAPTUR 2;TECHNO 1.0 TCE 90CH MANUELLE;2023;Essence;11;5;3;2;5;2;3
1681301564-7486;128700;DODGE;RAM;5.7 V8 390 LIMITED;2023;Essence;114;5;3;2;5;2;3
1681301564-7487;30480;VOLKSWAGEN;GOLF 8;VIII 2.0 TDI SCR 150 LIFE 1ST DSG7;2021;Diesel;66790;5;3;2;5;2;3
1681301564-7488;77400;PORSCHE;CAYENNE II phase 2;3.0 E-HYBRID 416 PLATINUM EDITION;2017;Hybrides;68400;5;3;2;5;2;3
1681301564-7489;19780;OPEL;CROSSLAND phase 2;(2) 1.2 TURBO 110 GS LINE BVM6;2022;Essence;41144;5;3;2;5;2;3
1681301564-7490;28580;PEUGEOT;308 (3E GENERATION);1.2 PURETECH 130 ACTIVE PACK;2024;Essence;33;5;3;2;5;2;3
1681301564-7491;14390;RENAULT;TWINGO III phase 2;1.0 SCE 75 ZEN;2021;Essence;28498;5;3;2;5;2;3
1681301564-7492;38260;PEUGEOT;3008 II phase 2;1.5 BLUEHDI 130 ALLURE PACK;2022;Diesel;47594;5;3;2;5;2;3
1681301564-7493;45040;BMW;X1 F48 phase 2;1.5 XDRIVE25E 220 XLINE;2023;Hybrides;27510;5;3;2;5;2;3
1681301564-7494;32420;RENAULT;CLIO V;1.0 TCE 91 TECHNO;2024;Essence;6;5;3;2;5;2;3
1681301564-7495;170980;ASTON;MARTIN V8 VANTAGE ROADSTER;4.7 436 S;2019;Essence;18468;5;3;2;5;2;3
1681301564-7496;20480;KIA;SPORTAGE 4;ACTIVE 1.6 CRDI 115CH MANUELLE;2020;Diesel;102667;5;3;2;5;2;3
1681301564-7497;73330;LAND;ROVER RANGE ROVER SPORT II phase 2;2.0 P400E 404 HSE DYNAMIC;2020;Hybrides;120669;5;3;2;5;2;3
1681301567-7498;22430;PEUGEOT;208 II;1.2 PURETECH 100 ACTIVE PACK;2023;Essence;8640;5;3;2;5;2;3
1681301567-7499;59870;AUDI;S3 III CABRIOLET phase 2;2.0 TFSI 310 S3;2019;Essence;11813;5;3;2;5;2;3
1681301567-7500;29980;MINI;COUNTRYMAN II;1.5 116 ONE;2021;Diesel;66858;5;3;2;5;2;3
1681301567-7501;24380;BMW;SERIE 2 F46 GRAN TOURER;(F46) (2) GRAN TOURER 216D BUSINESS DESIGN DKG7 5PL;2020;Diesel;50154;5;3;2;5;2;3
1681301567-7502;18270;OPEL;CROSSLAND X;1.2 110 EDITION;2020;Essence;54816;5;3;2;5;2;3
1681301567-7503;20800;RENAULT;CLIO V;1.0 SCE 66 AUTHENTIC;2023;Essence;12;5;3;2;5;2;3
1681301567-7504;26330;BMW;SERIE 2 F45 ACTIVE TOURER;2.0 220D 190 LUXURY;2019;Diesel;54906;5;3;2;5;2;3
1681301567-7505;19420;PEUGEOT;308 II;1.6 BLUEHDI 120 ALLURE;2018;Diesel;50220;5;3;2;5;2;3
1681301567-7506;41160;NISSAN;TOWNSTAR;45kWh EV 122 TEKNA;2023;electrique;3150;5;3;2;5;2;3
1681301567-7507;45220;PEUGEOT;5008 II phase 2;1.5 BLUEHDI 130 ALLURE PACK;2023;Diesel;9141;5;3;2;5;2;3
1681301567-7508;87980;MERCEDES;CLASSE G 3;3.0 350 D 245;2018;Diesel;96979;5;3;2;5;2;3
1681301567-7509;33350;DS;7 CROSSBACK;2.0 BLUEHDI 180 GRAND CHIC;2019;Diesel;131440;5;3;2;5;2;3
1681301567-7510;24780;FIAT;DUCATO III;2.0 MULTIJET 115 PACK PRO NAV;2019;Diesel;122762;5;3;2;5;2;3
1681301567-7511;21730;FORD;GALAXY III;2.0 TDCI 150 TREND;2017;Diesel;140238;5;3;2;5;2;3
1681301567-7512;25970;AUDI;Q2;1.6 30 116 S LINE;2019;Diesel;134795;5;3;2;5;2;3
1681301567-7513;44340;VOLVO;XC40;1.5 T2 129 INSCRIPTION;2022;Essence;17318;5;3;2;5;2;3
1681301567-7514;15660;PEUGEOT;208 phase 2;1.5 BLUEHDI 99 ACTIVE BUSINESS;2020;Diesel;68156;5;3;2;5;2;3
1681301569-7515;23420;CITROEN;C3 III phase 2;1.2 PURETECH 83 C-SERIES;2023;Essence;183;5;3;2;5;2;3
1681301569-7516;12410;CITROEN;C3 III;1.6 BLUEHDI 75 FEEL;2018;Diesel;102020;5;3;2;5;2;3
1681301569-7517;55660;AUDI;A6 V AVANT;3.0 50 286 S LINE;2020;Diesel;124790;5;3;2;5;3.5;3
1681301569-7518;193910;PORSCHE;911 TYPE 992;3.0 450 CARRERA 4S;2020;Essence;22890;5;3;2;5;3.5;3
1681301569-7519;44260;DS;4 II;1.2 PURETECH 130 PERFORMANCE LINE;2023;Essence;46;5;3;2;5;2;3
1681301569-7520;35040;DS;3 CROSSBACK;1.2 PURETECH 130 GRAND CHIC;2021;Essence;21820;5;3;2;5;2;3
1681301569-7521;28660;VOLKSWAGEN;TIGUAN II;2.0 TDI 150 SOUND;2019;Diesel;117743;5;3;2;5;2;3
1681301569-7522;28100;PEUGEOT;308 (2E GENERATION) SW;SW 1.2I S&S 130 CH EAT8 GT LINE E85;2020;Essence;52585;5;3;2;5;2;3
1681301569-7523;24180;BMW;X3 F25 phase 2;2.0 SDRIVE18DA 150 EXECUTIVE;2017;Diesel;152240;5;3;2;5;2;3
1681301569-7524;41220;AUDI;A5 II CABRIOLET;3.0 TDI 286 S LINE;2019;Diesel;75889;5;3;2;5;2;3
1681301569-7525;24070;VOLKSWAGEN;COCCINELLE CABRIOLET;BVM6 COCCINELLE CABRIOLET 1.4 TSI 150 BMT DESIGN;2018;Essence;136488;5;3;2;5;3.5;3
1681301569-7526;30660;PEUGEOT;5008 II;1.6 BLUEHDI 120 ACTIVE;2018;Diesel;68742;5;3;2;5;3.5;3
1681301569-7527;20700;AUDI;A3 III SPORTBACK phase 2;1.6 30 116 BUSINESS LINE;2020;Diesel;150086;5;3;2;5;2;3
1681301569-7528;15620;RENAULT;CLIO V;1.5 DCI 85 BUSINESS;2021;Diesel;67994;5;3;2;5;3.5;3
1681301569-7529;21110;AUDI;A4 IV phase 2;2.0 TDI 150 BUSINESS LINE;2017;Diesel;115640;5;3;2;5;3.5;3
1681301569-7530;41950;PEUGEOT;3008 (2E GENERATION);PURETECH 130CH S&S EAT8 GT;2023;Essence;12;5;3;2;5;2;3
1681301569-7531;37240;VOLVO;XC40;2.0 D3 150 INSCRIPTION LUXE;2019;Diesel;63680;5;3;2;5;2;3
1681301572-7532;48770;DS;4 II;1.6 PURETECH 225 PERFORMANCE LINE +;2022;Essence;8418;5;3;2;5;2;3
1681301572-7533;23590;PEUGEOT;208 II;1.2 PURETECH 100 GT;2024;Essence;1;5;3;2;5;2;3
1681301572-7534;410280;FERRARI;812 SUPERFAST;6.5 V12 800;2019;Essence;25878;5;3;2;5;2;3
1681301572-7535;14230;RENAULT;MEGANE IV;1.2 TCE 130 INTENS;2017;Essence;125199;5;3;2;5;2;3
1681301572-7536;100300;AUDI;RS3 III SPORTBACK;2.5 TFSI 400;2023;Essence;109;5;3;2;5;2;3
1681301572-7537;19530;VOLKSWAGEN;POLO 6;1.0 TSI 95CH;2022;Essence;60040;5;3;2;5;2;3
1681301572-7538;24550;SEAT;LEON IV;1.0 TSI 110 REFERENCE;2021;Essence;26789;5;3;2;5;2;3
1681301572-7539;28620;NISSAN;QASHQAI II phase 2;1.3 DIG-T 140 VISIA;2023;Essence;11418;5;3;2;5;2;3
1681301572-7540;25570;TOYOTA;C-HR;1.8 HYBRIDE 122 DISTINCTIVE;2018;Hybrides;93956;5;3;2;5;2;3
1681301572-7541;52440;AUDI;A4 V AVANT phase 3;2.0 35 163 S LINE;2022;Diesel;39306;5;3;2;5;2;3
1681301572-7542;35330;PEUGEOT;2008 (2E GENERATION);GT 1.2 PURETECH S&S 130CH AUTOMATIQUE;2023;Essence;571;5;3;2;5;2;3
1681301572-7543;26520;DACIA;DUSTER II phase 2;1.3 TCE 130 PRESTIGE;2023;Essence;11;5;3;2;5;2;3
1681301572-7544;159880;MERCEDES-AMG;GT phase 2;4.0 V8 476 AMG GT;2020;Essence;26937;5;3;2;5;2;3
1681301572-7545;14000;TOYOTA;AYGO 2;X-PLAY 1.0 VVTI 72CH MANUELLE;2022;Essence;43062;5;3;2;5;2;3
1681301572-7546;34970;VOLKSWAGEN;TIGUAN II;2.0 TDI 150 CARAT;2020;Diesel;78625;5;3;2;5;2;3
1681301572-7547;39850;CITROEN;C5 AIRCROSS;SHINE 1.2 PURETECH 130CH AUTOMATIQUE;2023;Essence;11;5;3;2;5;2;3
1681301572-7548;33870;KIA;XCEED;ACTIVE 1.6 GDI PHEV 141CH AUTOMATIQUE;2023;Hybrides;3202;5;3;2;5;2;3
1681301574-7549;23160;PEUGEOT;208 II;1.2 PURETECH 100 STYLE;2023;Essence;164;5;3;2;5;2;3
1681301574-7550;104420;JEEP;WRANGLER 4;IV GLADIATOR RUBICON;2023;Essence;25;5;3;2;5;2;3
1681301574-7551;49860;AUDI;Q3 II;1.4 45 245 S LINE;2022;Hybrides;14081;5;3;2;5;2;3
1681301574-7552;17400;RENAULT;CLIO V;1.5 DCI 85 BUSINESS;2021;Diesel;48397;5;3;2;5;2;3
1681301574-7553;28790;DACIA;DUSTER II phase 2;1.5 DCI 115 PRESTIGE;2023;Diesel;12;5;3;2;5;2;3
1681301574-7554;238990;PORSCHE;911 TYPE 992;3.0 450 CARRERA S;2021;Essence;20130;5;3;2;5;2;3
1681301574-7555;40280;AUDI;Q5 II;2.0 TDI 190 BUSINESS EXECUTIVE;2018;Diesel;138157;5;3;2;5;2;3
1681301574-7556;25610;PEUGEOT;208 II;1.2 PURETECH 100 GT;2023;Essence;1;5;3;2;5;2;3
1681301574-7557;32190;SEAT;ATECA phase 2;2.0 TDI 150 XPERIENCE;2022;Diesel;62017;5;3;2;5;2;3
1681301574-7558;29470;BMW;I3 phase 2;42.2kWh AH 170 EDITION 360 ATELIER;2020;electrique;36226;5;3;2;5;2;3
1681301574-7559;144980;AUDI;E-TRON GT;93.4kWh 646 RS;2022;electrique;1189;5;3;2;5;2;3
1681301574-7560;38270;PEUGEOT;RIFTER;1.5 BLUEHDI 130 S&S GT EAT8;2024;Diesel;11;5;3;2;5;2;3
1681301574-7561;22010;RENAULT;CAPTUR II;1.3 TCE 140 INTENS;2022;Essence;74832;5;3;2;5;2;3
1681301574-7562;21490;SEAT;LEON III ST phase 2;2.0 TDI 150 XCELLENCE;2020;Diesel;94720;5;3;2;5;2;3
1681301574-7563;36560;PEUGEOT;E-2008 II;50kWh ELECTRIQUE 136 ALLURE PACK;2022;electrique;16878;5;3;2;5;3.5;3
1681301574-7564;42160;CITROEN;C5 AIRCROSS phase 2;1.5 BLUEHDI 131 SHINE;2023;Diesel;11;5;3;2;5;3.5;3
1681301574-7565;46860;AUDI;Q3 II;1.5 35 150 S LINE;2021;Essence;80850;5;3;2;5;2;3
1681301576-7566;52810;CITROEN;C5 X;1.6 HYBRIDE 260 SHINE;2023;Hybrides;9975;5;3;2;5;2;3
1681301576-7567;17530;CITROEN;C3 III;1.2 PURETECH 82 SHINE BUSINESS;2020;Essence;37759;5;3;2;5;2;3
1681301576-7568;29040;BMW;SERIE 4 F36 GRAN COUPE;(F36) 420DA 190CH SPORT;2017;Diesel;75481;5;3;2;5;2;3
1681301576-7569;24760;RENAULT;KADJAR;1.6 DCI 130 ARMOR-LUX;2019;Diesel;58808;5;3;2;5;2;3
1681301576-7570;43910;VOLVO;XC40;1.5 T2 129 START;2023;Essence;5163;5;3;2;5;2;3
1681301576-7571;18170;RENAULT;MEGANE IV;1.3 TCE 115 BUSINESS;2021;Essence;74635;5;3;2;5;3.5;3
1681301576-7572;79640;BMW;SERIE 8 G15 phase 2;3.0 340 M SPORT;2020;Diesel;138060;5;3;2;5;3.5;3
1681301576-7573;48000;VOLVO;XC40;1.5 T4 211 INSCRIPTION;2023;Hybrides;5400;5;3;2;5;2;3
1681301576-7574;38640;JAGUAR;F-PACE;2.0 180 PURE;2020;Diesel;49968;5;3;2;5;3.5;3
1681301576-7575;48120;VOLKSWAGEN;ID.5;174;2023;electrique;14980;5;3;2;5;3.5;3
1681301576-7576;24780;VOLKSWAGEN;TIGUAN II;2.0 TDI 115 CONFORTLINE;2018;Diesel;143840;5;3;2;5;2;3
1681301576-7577;25280;VOLKSWAGEN;TAIGO;1.0 TSI 95 LIFE;2023;Essence;16436;5;3;2;5;2;3
1681301576-7578;35580;MERCEDES;GLC;3.0 350 D 258 SPORTLINE;2018;Diesel;185659;5;3;2;5;2;3
1681301576-7579;27350;BMW;SERIE 1 F20 5 PORTES phase 2;1.5 116D 116 M SPORT ULTIMATE;2020;Diesel;58985;5;3;2;5;2;3
1681301576-7580;38810;NISSAN;QASHQAI 3;TEKNA + 1.3 DIG-T MHEV 158CH AUTOMATIQUE;2022;Hybrides;38122;5;3;2;5;2;3
1681301576-7581;24070;FORD;FOCUS IV SW;1.0 ECOBOOST 125 ST LINE;2020;Essence;46192;5;3;2;5;2;3
1681301576-7582;133640;PORSCHE;CAYENNE III COUPE;3.0 E-HYBRID 462;2021;Hybrides;25573;5;3;2;5;2;3
1681301579-7583;46780;HYUNDAI;TUCSON IV;1.6 CRDI 136 EXECUTIVE;2023;Diesel;13096;5;3;2;5;2;3
1681301579-7584;24180;VOLKSWAGEN;GOLF VII phase 2;2.0 TDI 150 CARAT;2019;Diesel;96769;5;3;2;5;2;3
1681301579-7585;51890;CUPRA;FORMENTOR;1.4 E-HYBRID 245 VZ;2022;Hybrides;28139;5;3;2;5;2;3
1681301579-7586;28230;FORD;KUGA II phase 2;1.5 ECOBOOST 150 VIGNALE;2020;Essence;81655;5;3;2;5;2;3
1681301579-7587;162280;PORSCHE;718 SPYDER;4.0 420;2021;Essence;9860;5;3;2;5;2;3
1681301579-7588;14140;TOYOTA;AYGO II;1.0 VVT-I 69 X-PLAY;2019;Essence;29500;5;3;2;5;2;3
1681301579-7589;27810;BMW;SERIE 1 F20 5 PORTES phase 2;2.0 118D 150 LOUNGE;2017;Diesel;27709;5;3;2;5;2;3
1681301579-7590;13630;RENAULT;SCENIC III phase 3;1.2 TCE 130 BOSE EDITION;2017;Essence;61711;5;3;2;5;2;3
1681301579-7591;45730;NISSAN;INTERSTAR;2.3 DCI 135 N-CONNECTA;2024;Diesel;75;5;3;2;5;2;3
1681301579-7592;31300;VOLKSWAGEN;TIGUAN II;2.0 TDI 150 CONFORTLINE;2019;Diesel;64368;5;3;2;5;2;3
1681301579-7593;30820;AUDI;A3 III SPORTBACK phase 2;2.0 35 150 SPORT LIMITED;2020;Diesel;56748;5;3;2;5;2;3
1681301579-7594;60490;AUDI;RS3 II SPORTBACK phase 2;2.5 TFSI 400 RS3;2020;Essence;54890;5;3;2;5;2;3
1681301579-7595;31220;PEUGEOT;208 II;1.2 PURETECH 100 GT;2023;Essence;1;5;3;2;5;2;3
1681301579-7596;22980;PEUGEOT;208 II;1.2 PURETECH 100 ALLURE PACK;2023;Essence;11;5;3;2;5;2;3
1681301579-7597;75020;LAND;ROVER RANGE ROVER SPORT II;3.0 TDV6 258 SE;2019;Diesel;83776;5;3;2;5;2;3
1681301579-7598;26140;AUDI;A1 II SPORTBACK;1.0 30 110 ADVANCED;2022;Essence;61502;5;3;2;5;2;3
1681301579-7599;67780;PORSCHE;MACAN phase 2;2.0 245;2020;Essence;60452;5;3;2;5;2;3
1681301581-7600;42260;CITROEN;E-C4 III;136 FEEL PACK;2023;electrique;161;5;3;2;5;2;3
1681301581-7601;41600;BMW;SERIE 5 G30;2.0 530EA 252 BUSINESS DESIGN;2019;Hybrides;74100;5;3;2;5;2;3
1681301581-7602;24510;MERCEDES;CLASSE A III phase 2;1.6 180 122 SENSATION;2019;Essence;65400;5;3;2;5;2;3
1681301581-7603;19390;PEUGEOT;5008 phase 2;1.6 BLUEHDI 120 ALLURE;2017;Diesel;146400;5;3;2;5;2;3
1681301581-7604;21760;RENAULT;CLIO V;1.0 TCE 90 INTENS;2022;Essence;25671;5;3;2;5;2;3
1681301581-7605;23680;CITROEN;GRAND C4 SPACETOURER;1.2 PURETECH 131 BUSINESS;2020;Essence;80596;5;3;2;5;2;3
1681301581-7606;32360;PEUGEOT;3008 II phase 2;1.2 PURETECH 130 ACTIVE PACK;2022;Essence;16472;5;3;2;5;2;3
1681301581-7607;41790;AUDI;A5 II CABRIOLET;3.0 TDI 218 S LINE;2018;Diesel;70625;5;3;2;5;2;3
1681301581-7608;29260;DACIA;DUSTER 2;1.3 TCE 150 PRESTIGE PLUS 4X4;2023;Essence;12;5;3;2;5;2;3
1681301581-7609;33570;AUDI;Q2 phase 2;1.5 35 150 DESIGN;2022;Essence;26532;5;3;2;5;3.5;3
1681301581-7610;45760;MERCEDES;GLE COUPE;3.0 350 D 258;2017;Diesel;101207;5;3;2;5;3.5;3
1681301581-7611;28860;RENAULT;GRAND SCENIC IV;1.7 DCI 150 INTENS;2021;Diesel;22085;5;3;2;5;2;3
1681301581-7612;49960;AUDI;Q5 II;2.0 35 163 S LINE;2021;Diesel;69195;5;3;2;5;2;3
1681301581-7613;32160;DS;3 CROSSBACK;1.2 PURETECH 130 PERFORMANCE LINE;2022;Essence;34955;5;3;2;5;2;3
1681301581-7614;26100;PEUGEOT;3008 II;1.6 THP 165 GT LINE;2019;Essence;119702;5;3;2;5;2;3
1681301581-7615;28540;VOLKSWAGEN;TIGUAN II;1.4 TSI 125 CARAT;2019;Essence;82096;5;3;2;5;2;3
1681301581-7616;133280;PORSCHE;CAYENNE III COUPE;3.0 V6 462;2020;Hybrides;36424;5;3;2;5;2;3
1681301584-7617;45750;HYUNDAI;TUCSON IV;1.6 T-GDI 265 EXECUTIVE;2023;Hybrides;14690;5;3;2;5;3.5;3
1681301584-7618;28870;RENAULT;MASTER III;2.3 DCI 130 GRAND CONFORT;2019;Diesel;85493;5;3;2;5;3.5;3
1681301584-7619;19700;DACIA;LODGY STEPWAY;1.5 DCI 115 STEPWAY;2019;Diesel;43245;5;3;2;5;2;3
1681301584-7620;214870;PORSCHE;911 TYPE 992;3.0 450 CARRERA S;2020;Essence;39875;5;3;2;5;3.5;3
1681301584-7621;29940;RENAULT;ARKANA;1.3 TCE 140 BUSINESS;2022;Essence;6215;5;3;2;5;3.5;3
1681301584-7622;19860;CITROEN;C3 III;1.2 PURETECH 82 FEEL BUSINESS;2020;Essence;41441;5;3;2;5;2;3
1681301584-7623;94330;VOLKSWAGEN;TOUAREG III R;3.0 TSI 462 R;2022;Hybrides;33078;5;3;2;5;2;3
1681301584-7624;39880;CITROEN;C5 AIRCROSS;1.6 HYBRIDE 260 SHINE PACK;2022;Hybrides;10593;5;3;2;5;2;3
1681301584-7625;33880;AUDI;Q2 phase 2;1.5 35 150 DESIGN;2022;Essence;40720;5;3;2;5;2;3
1681301584-7626;36980;AUDI;Q3 II;1.5 35 150;2021;Essence;19718;5;3;2;5;2;3
1681301584-7627;22160;SUZUKI;SWIFT IV SPORT;1.4 BOOSTERJET 129 SPORT;2021;Essence;38983;5;3;2;5;2;3
1681301584-7628;23680;VOLKSWAGEN;GOLF VII SW phase 2;1.6 TDI 115 IQ.DRIVE;2020;Diesel;67235;5;3;2;5;2;3
1681301584-7629;73980;PORSCHE;718 CAYMAN;2.5 350 S;2018;Essence;79800;5;3;2;5;2;3
1681301584-7630;20410;TOYOTA;PROACE II;1.6 D-4D 116 DYNAMIC;2019;Diesel;106920;5;3;2;5;2;3
1681301584-7631;19530;RENAULT;MEGANE IV ESTATE;1.6 DCI 130 INTENS;2018;Diesel;74627;5;3;2;5;2;3
1681301584-7632;26270;DACIA;DUSTER 2;JOURNEY 1.3 TCE 130CH MANUELLE;2023;Essence;11;5;3;2;5;2;3
1681301584-7633;51010;AUDI;A4 V AVANT phase 3;2.0 40 204 S EDITION;2023;Diesel;19874;5;3;2;5;2;3
1681301586-7634;26600;PEUGEOT;208 II;1.2 PURETECH 100 GT;2023;Essence;168;5;3;2;5;2;3
